k a,Distinct globals lost when usingVCAST_ONLY_SHOW_GLOBAL_OBJECTS_IN_ONE_UNIT,VC-20,"In previous versions of VectorCAST/C++, a static variable appearing in multiple units would incorrectly be treated as a single global variable when the Builder option ""Only Show Global Objects in one unit"" was set to TRUE. In VectorCAST version 2024 SP2, the static variable is treated as unique in each unit in which it appears.",Correction in newer version (release notes),"NoRisk, it is a display error only.",No Risk,
k a,Template class array member incorrectly sized in Parameter Tree,VC-21,"In versions of VectorCAST/C++ since VectorCAST 2023 SP5, array members of template-based types could be treated as the wrong size if the array size was dependent on a template parameter. This problem is fixed in VectorCAST version 2024 SP2.",Correction in newer version (release notes),"Potential Risk. An incorrectly sized array can lead to buffer overflows or other undefined behavior during test execution which could result in a test passing when it should have failed. This is a silent failure.
A problem solving process has been initiated to investigate the impact of these problems/bugs on medical devices already developed with the software tool.",Risk exists,
k a,Environment script file (.env) should allow leading white space on commands inside user code sections,71297,"Previously, VectorCAST/C++ ignored commands in user code sections of the environment script (.env) if they started with whitespace. This problem has been resolved in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. This is a usability bug with a script file. The error would be obvious.,No Risk,
k a,Instrumented unit not recompiled during execution with VCAST_AUTO_CLEAR_TEST_USER_CODE set,96087,"Previously, if the instrumented test harness was not already compiled, VectorCAST/C++ did not recompile the instrumented test harness prior to batch execution if a unit's test included test case user code and the Execution option ""Automatically clear test user code"" (VCAST_AUTO_CLEAR_TEST_USER_CODE) was set to True. This problem has been resolved in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. easily detected as one gets a build environment fail.,No Risk,
k a,Specifying additional testable functions for uninstantiated template members suppressed them instead,96612,"Previously, if the user unnecessarily specified an uninstantiated template function as ""additionally testable"" (via 'ENVIRO.ADDITIONAL_TESTABLE_FUNCTION' in the environment script), VectorCAST/C++ suppressed the function rather than leaving it testable. This problem has been resolved in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. It is a role of the dev team to justify which functions need to be tested and which not. If a function could not be tested in VectorCAST this would be detected.,No Risk,
k a,Harness link error when SBF for templates helper struct named differently due to differences in template body,98531,"In previous versions of VectorCAST/C++, templates instrumented for SBF stubbing could result in a link error when the template was used in multiple units and the preprocessor generated differing amounts of non-code lines in the template body. This problem is fixed in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. This is a linker error easily detected.,No Risk,
k a,Parse error for _Noreturn keyword when using the TASKING or MPLAB compilers,99102,"In VectorCAST version 2023 SP7 and earlier, VectorCAST/C++ gave an error when parsing TASKING or MPLAB code containing the '_Noreturn' keyword. This problem has been resolved in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. This is a parse error easily detected.,No Risk,
k a,SBF Code inserted before label causes compilation error,99186,"Previously, VectorCAST/C++ generated harness code that would not compile when labels were declared in the body of an SBF function. This has been fixed in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. This is a compile error easily detected.,No Risk,
k a,Harness compile error because stubbed variable in namespace needs global scope qualifier before type,99272,"Previously, VectorCAST/C++ generated incorrect stub code for undefined externs that were declared using a namespace alias from a different scope, causing compile errors. This issue has been fixed in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. This is a compile error easily detected.,No Risk,
k a,Template-based member function in a multi-unit environment fails to generate SBF code,99279,"Previously, VectorCAST/C++ failed to generate SBF code for some template-based member functions in multiple unit environments if the parent class was testable in a later unit. This caused the SBF capability to be absent in the parameter tree for these functions. This issue has been fixed in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. Lack of SBF capability for template methods. This Is known problem.,No Risk,
k a,Replace LM_LICENSE_FILE with VECTOR_LICENSE_FILE in FlexNET errormessages,99508,"In VectorCAST 2024, license error messages when using FlexNET-based licensing might refer to environment variable LM_LICENSE_FILE. In VectorCAST version 2024 SP1, error messages instead refer to VECTOR_LICENSE_FILE to reflect the fact that FlexNET licensing requires use of VECTOR_LICENSE_FILE.",Correction in newer version (release notes),No Risk. This is a usability enhancement.,No Risk,
